,proba_m1,proba_m2,bayes_factor,scale1,scale2,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,comparison,group1,group2
XYLT1,0.9018,0.09819999999999995,2.217386459882509,0.0014324486,0.0004086643,1.2275858,0.1117006,0.37241379310344874,0.062067474048441755,13.020785,4.182629,Adipocytes vs Rest,Adipocytes,Rest
RARRES2,0.9016,0.09840000000000004,2.21513006813274,0.00077963265,0.00014000974,0.26896557,0.05206508,0.2275862068965519,0.03298010380622864,6.0026026,1.4867091,Adipocytes vs Rest,Adipocytes,Rest
LRP1,0.9016,0.09840000000000004,2.21513006813274,0.0025640524,0.0008187612,1.8413783,0.19241935,0.6620689655172424,0.1361916089965379,32.414017,9.042515,Adipocytes vs Rest,Adipocytes,Rest
COL4A1,0.8992,0.1008,2.1883670354168103,0.006828805,0.0019433235,5.0413775,0.47641513,0.8206896551724151,0.25832612456749326,77.736015,20.514711,Adipocytes vs Rest,Adipocytes,Rest
SCHLAP1,0.8974,0.10260000000000002,2.168663674482634,0.0001403972,2.890252e-05,0.08275862,0.0067582154,0.041379310344827586,0.005460640138408301,1.2503932,0.32696828,Adipocytes vs Rest,Adipocytes,Rest
WWC1,0.895,0.10499999999999998,2.1428632840524258,0.00017546833,4.4715045e-05,0.062068965,0.014543708,0.05517241379310345,0.011516003460207664,1.5364995,0.52416503,Adipocytes vs Rest,Adipocytes,Rest
ADH1C,0.8948,0.10519999999999996,2.1407368454310176,3.2575896e-05,7.925661e-06,0.013793103,0.0027573535,0.013793103448275862,0.0020544982698961927,0.19257614,0.06373373,Adipocytes vs Rest,Adipocytes,Rest
AP000561.1,0.893,0.10699999999999998,2.121757664154862,8.354945e-05,1.6688826e-05,0.027586207,0.0054065734,0.027586206896551724,0.004433391003460205,0.87128633,0.21703172,Adipocytes vs Rest,Adipocytes,Rest
AKR1C1,0.8912,0.10880000000000001,2.1030574540602425,0.00097063475,0.0002576644,0.58620703,0.08261266,0.337931034482759,0.042495674740484234,12.960554,2.723033,Adipocytes vs Rest,Adipocytes,Rest
VEGFA,0.8908,0.10919999999999996,2.0989387917231856,0.0019222617,0.000647583,1.4275857,0.25124142,0.462068965517242,0.15306012110726805,19.292295,6.89005,Adipocytes vs Rest,Adipocytes,Rest
S100B,0.8896,0.11040000000000005,2.0866617103146234,0.00017899406,4.8749058e-05,0.08275862,0.01032656,0.06896551724137931,0.004974048442906572,2.2320492,0.38919377,Adipocytes vs Rest,Adipocytes,Rest
ADRA1A,0.889,0.11099999999999999,2.0805669553600783,0.0028133786,0.00063513534,1.4689658,0.21253203,0.4275862068965523,0.12186418685120701,20.162477,5.923257,Adipocytes vs Rest,Adipocytes,Rest
MELTF,0.8888,0.11119999999999997,2.0785417778320103,0.0001093153,3.387824e-05,0.075862065,0.010867224,0.04827586206896552,0.009461505190311439,0.84907466,0.35057127,Adipocytes vs Rest,Adipocytes,Rest
AADACL2-AS1,0.8886,0.11140000000000005,2.0765197844956784,9.165152e-05,1.7816124e-05,0.08275862,0.005947231,0.041379310344827586,0.0047037197231833885,1.0502983,0.23739186,Adipocytes vs Rest,Adipocytes,Rest
CHI3L1,0.8884,0.11160000000000003,2.074500963723522,0.00036871407,1.7872318e-05,0.11034483,0.0061094267,0.013793103448275862,0.0027032871972318324,1.1687397,0.21101102,Adipocytes vs Rest,Adipocytes,Rest
RHBDL2,0.8882,0.11180000000000001,2.072485303950294,0.0005537422,0.00017122967,0.33103457,0.048712954,0.23448275862068985,0.03935986159169546,4.874758,1.937175,Adipocytes vs Rest,Adipocytes,Rest
SLC1A3,0.888,0.11199999999999999,2.0704727936726264,0.00873723,0.001895183,7.075858,0.67158836,0.7724137931034495,0.2544333910034806,92.59988,18.277649,Adipocytes vs Rest,Adipocytes,Rest
OLFM2,0.887,0.11299999999999999,2.060457086375625,0.0018294567,0.00017056544,1.1034483,0.021626282,0.23448275862068985,0.018868944636678365,16.619091,1.7566243,Adipocytes vs Rest,Adipocytes,Rest
UGP2,0.8854,0.11460000000000004,2.0445916400517006,0.0029578812,0.0014221312,1.5724136,0.399103,0.6344827586206906,0.2543252595155914,32.523735,13.662613,Adipocytes vs Rest,Adipocytes,Rest
NABP1,0.885,0.11499999999999999,2.0406554409875968,0.00065397023,0.00018780453,0.41379315,0.0574175,0.213793103448276,0.04179282006920399,6.836198,2.051183,Adipocytes vs Rest,Adipocytes,Rest
GLDN,0.8834,0.11660000000000004,2.0250287508026448,0.00058209046,0.00013373644,0.39310348,0.05038902,0.13793103448275862,0.03979238754325253,4.9507246,1.5349447,Adipocytes vs Rest,Adipocytes,Rest
MATN2,0.8832,0.11680000000000001,2.0230885308347335,0.00082519196,0.0002744437,0.4551725,0.061093897,0.29655172413793135,0.049740484429065195,7.097163,2.9574594,Adipocytes vs Rest,Adipocytes,Rest
KAZN,0.883,0.11699999999999999,2.0211511916611506,0.0068677575,0.0024152773,5.2965493,0.6429961,0.5655172413793111,0.1533304498269913,58.2065,26.018406,Adipocytes vs Rest,Adipocytes,Rest
SPON1,0.8778,0.12219999999999998,1.9717596600756981,0.0017691089,0.000397401,1.3999994,0.07580031,0.4413793103448282,0.05422794117646982,17.794762,4.258876,Adipocytes vs Rest,Adipocytes,Rest
ZBTB7C,0.8746,0.12539999999999996,1.9422579424689854,0.00088282424,0.00027954055,0.96551734,0.04649635,0.2551724137931037,0.03427768166089986,11.957662,2.7175198,Adipocytes vs Rest,Adipocytes,Rest
ACKR3,0.8726,0.12739999999999996,1.9241454505185187,0.0007190918,0.00023738621,0.3517242,0.08499163,0.22068965517241396,0.0551470588235286,6.7003336,2.6367426,Adipocytes vs Rest,Adipocytes,Rest
RAB7B,0.8724,0.12760000000000005,1.9223475965095131,0.00016036586,4.8664904e-05,0.062068965,0.009569637,0.04827586206896552,0.007839532871972314,0.99885213,0.4859972,Adipocytes vs Rest,Adipocytes,Rest
UBE2C,0.8718,0.12819999999999998,1.9169684287851265,1.5555343e-05,7.998112e-06,0.0068965517,0.0029736166,0.006896551724137931,0.001405709342560553,0.06808048,0.06262763,Adipocytes vs Rest,Adipocytes,Rest
CHL1,0.8708,0.12919999999999998,1.9080506720962065,0.00049874006,0.00017728347,0.19310349,0.053092305,0.12413793103448276,0.03698096885813156,3.9588733,2.014965,Adipocytes vs Rest,Adipocytes,Rest
FCGR3A,0.8682,0.13180000000000003,1.8851364164426383,4.9125807e-05,0.0001581258,0.020689655,0.08077422,0.020689655172413793,0.02741133217993109,0.41307497,1.3381382,Adipocytes vs Rest,Adipocytes,Rest
KCND2,0.8682,0.13180000000000003,1.8851364164426383,0.0002723798,8.3712475e-05,0.19310346,0.015625011,0.08275862068965517,0.010110294117647089,3.1523325,0.865187,Adipocytes vs Rest,Adipocytes,Rest
NEAT1,0.8656,0.13439999999999996,1.8626024171510893,0.07290504,0.034278743,44.30344,10.864931,1.0000000000000016,0.8867322664358134,789.9686,332.05743,Adipocytes vs Rest,Adipocytes,Rest
GNA14-AS1,0.8644,0.13560000000000005,1.8523261869488437,0.00051246624,0.00023750617,0.34482768,0.04076543,0.20000000000000012,0.026059688581315153,5.7323565,2.982729,Adipocytes vs Rest,Adipocytes,Rest
MSLN,0.8616,0.13839999999999997,1.828643022010591,1.8651388e-05,3.2505502e-06,0.0,0.002487024,0.0,0.0012435121107266431,0.0,0.067378856,Adipocytes vs Rest,Adipocytes,Rest
SDC2,0.8616,0.13839999999999997,1.828643022010591,0.0011049313,0.00042372514,0.6827589,0.10196884,0.40689655172413847,0.07201557093425442,11.247956,3.865918,Adipocytes vs Rest,Adipocytes,Rest
DPT,0.8594,0.14059999999999995,1.8103154324766029,0.0006451685,0.00029066677,0.35862076,0.06904178,0.20000000000000012,0.036602508650519124,7.537949,2.873007,Adipocytes vs Rest,Adipocytes,Rest
CEBPB,0.8584,0.14159999999999995,1.802063951084984,0.0020596173,0.0007676634,1.0551726,0.31784862,0.48275862068965586,0.1462478373702424,18.463514,7.663253,Adipocytes vs Rest,Adipocytes,Rest
TNFRSF18,0.8582,0.14180000000000004,1.800419499589833,1.9065505e-05,2.1155152e-05,0.013793103,0.005947232,0.006896551724137931,0.004379325259515569,0.1259644,0.19375914,Adipocytes vs Rest,Adipocytes,Rest
CNR1,0.858,0.14200000000000002,1.7987769831191804,8.159228e-05,4.5534005e-05,0.027586207,0.009083049,0.013793103448275862,0.004919982698961935,0.9731789,0.5520158,Adipocytes vs Rest,Adipocytes,Rest
MPEG1,0.8548,0.1452,1.772755363882419,2.4115892e-05,2.8185774e-05,0.0068965517,0.019031141,0.006896551724137931,0.011948529411764764,0.122714445,0.30633324,Adipocytes vs Rest,Adipocytes,Rest
BMPER,0.8506,0.14939999999999998,1.7393146549428218,0.00040579552,0.00027133664,0.22068967,0.049902502,0.12413793103448276,0.028168252595156016,3.6186233,2.671836,Adipocytes vs Rest,Adipocytes,Rest
SPSB1,0.85,0.15000000000000002,1.7346010004861476,0.0006416665,0.00019888715,0.6344828,0.07044761,0.2620689655172416,0.039305795847750825,6.820549,2.4275887,Adipocytes vs Rest,Adipocytes,Rest
AL139260.1,0.8496,0.15039999999999998,1.7314671842528206,0.0011246972,0.00040614457,0.7034485,0.13489535,0.3310344827586211,0.09931877162629461,11.777843,4.9616523,Adipocytes vs Rest,Adipocytes,Rest
CPM,0.8496,0.15039999999999998,1.7314671842528206,0.004017068,0.0022379004,2.3103437,0.23388736,0.586206896551725,0.12175605536331774,36.047153,18.97892,Adipocytes vs Rest,Adipocytes,Rest
SLC11A1,0.8472,0.15280000000000005,1.7128068639133405,0.00014808051,0.0001761849,0.22068965,0.07374565,0.041379310344827586,0.028168252595156016,1.8232,2.0023148,Adipocytes vs Rest,Adipocytes,Rest
RBM47,0.8466,0.15339999999999998,1.7081793857765755,0.00043806815,0.0005166463,0.25517246,0.12267574,0.1517241379310345,0.04476643598615886,4.756491,5.35816,Adipocytes vs Rest,Adipocytes,Rest
GPR34,0.8462,0.15380000000000005,1.7051026280124566,0.00019404017,8.655273e-05,0.06896552,0.02487021,0.06896551724137931,0.01876081314878909,1.2105603,0.98065007,Adipocytes vs Rest,Adipocytes,Rest
NFIL3,0.8452,0.15480000000000005,1.6974392718183124,0.0006806987,0.00019859282,0.5586208,0.08650558,0.1793103448275863,0.060175173010379564,6.853991,1.9738958,Adipocytes vs Rest,Adipocytes,Rest
DGKI,0.8446,0.15539999999999998,1.6928606520561582,0.00039903756,0.00015061446,0.2068966,0.04114386,0.11724137931034483,0.03135813148788962,8.46292,1.5939094,Adipocytes vs Rest,Adipocytes,Rest
COL5A2,0.8406,0.1594,1.6626991053759113,0.0034779403,0.0011833359,2.0482745,0.18182275,0.6413793103448285,0.10559039792387216,38.2175,11.837407,Adipocytes vs Rest,Adipocytes,Rest
MID1,0.8402,0.15980000000000005,1.6597168747268143,0.0016426523,0.00073663366,1.062069,0.15300679,0.38620689655172463,0.10256271626297266,15.126729,6.988335,Adipocytes vs Rest,Adipocytes,Rest
MECOM,0.8382,0.16180000000000005,1.644895680992211,0.004096066,0.0022302351,2.386206,0.40640557,0.586206896551725,0.18322880622838159,38.441,23.738718,Adipocytes vs Rest,Adipocytes,Rest
AP002989.1,0.8374,0.16259999999999997,1.6390086069124443,0.000677834,0.00020052533,0.6413793,0.046009813,0.10344827586206896,0.024491782006920666,7.760121,1.9872987,Adipocytes vs Rest,Adipocytes,Rest
RASD1,0.8374,0.16259999999999997,1.6390086069124443,0.0012825469,0.0005735203,0.51034486,0.19252795,0.22068965517241396,0.07044766435986004,10.96744,5.5037613,Adipocytes vs Rest,Adipocytes,Rest
ERN1,0.8334,0.16659999999999997,1.6099179412306432,0.0005942705,0.0003400769,0.2482759,0.07623296,0.1655172413793104,0.06147275086505078,3.9880178,3.4622226,Adipocytes vs Rest,Adipocytes,Rest
CALCRL,0.833,0.16700000000000004,1.6070397818746514,0.0025476827,0.0010018712,1.9172406,0.21891138,0.4758620689655179,0.11678200692041141,29.064285,10.913249,Adipocytes vs Rest,Adipocytes,Rest
IGHA1,0.8324,0.16759999999999997,1.6027328588190826,4.302331e-05,0.00018470349,0.0068965517,0.04476641,0.006896551724137931,0.004000865051903112,0.07037298,0.9485475,Adipocytes vs Rest,Adipocytes,Rest
MYOC,0.8308,0.16920000000000002,1.5913075977647724,5.9934842e-05,3.4760178e-05,0.027586207,0.008434256,0.027586206896551724,0.006379757785467124,0.655784,0.36557102,Adipocytes vs Rest,Adipocytes,Rest
SNED1,0.8308,0.16920000000000002,1.5913075977647724,0.001797717,0.00090961764,1.1310345,0.1718209,0.42068965517241436,0.10504974048442582,15.346626,7.911787,Adipocytes vs Rest,Adipocytes,Rest
COL5A1,0.829,0.17100000000000004,1.5785565522158305,0.0014182269,0.00059185945,0.8344831,0.09153379,0.4137931034482764,0.06401384083044859,13.769635,5.709451,Adipocytes vs Rest,Adipocytes,Rest
AL117190.1,0.8286,0.1714,1.575737477205116,5.202154e-05,3.142376e-05,0.03448276,0.009894035,0.034482758620689655,0.0058931660899653945,0.63999623,0.34177622,Adipocytes vs Rest,Adipocytes,Rest
COL6A3,0.8222,0.17779999999999996,1.531324307303497,0.0017431455,0.001141306,1.0482761,0.20296226,0.43448275862069025,0.09839965397923583,13.838512,9.429963,Adipocytes vs Rest,Adipocytes,Rest
FBP1,0.8206,0.1794,1.5204177868282365,7.7629564e-05,3.322673e-05,0.03448276,0.014597771,0.034482758620689655,0.010650951557093464,0.9798614,0.35391793,Adipocytes vs Rest,Adipocytes,Rest
ALOX5,0.82,0.18000000000000005,1.516347446007656,0.00015551847,0.00018572487,0.08275862,0.043684974,0.06896551724137931,0.02784385813148819,1.8533636,1.8923397,Adipocytes vs Rest,Adipocytes,Rest
CARMN,0.819,0.18100000000000005,1.5095870095486381,0.0036898013,0.003914727,2.3034472,0.46809372,0.6413793103448285,0.19907006920416342,37.756207,35.169594,Adipocytes vs Rest,Adipocytes,Rest
LAX1,0.8174,0.18259999999999998,1.4988305604387102,2.3522098e-05,2.3573159e-05,0.0068965517,0.0041089975,0.006896551724137931,0.003243944636678199,0.20835504,0.26124242,Adipocytes vs Rest,Adipocytes,Rest
MTHFD1L,0.8156,0.1844,1.4868166856087854,0.0005827863,0.00033785726,0.4689656,0.10683473,0.20000000000000012,0.06650086505190175,5.6297603,4.6935163,Adipocytes vs Rest,Adipocytes,Rest
VIT,0.8144,0.1856,1.4788577838438277,0.00073682365,0.00040138105,0.4827587,0.09018183,0.19310344827586218,0.05076773356401324,6.880933,3.9896321,Adipocytes vs Rest,Adipocytes,Rest
CCL18,0.814,0.18600000000000005,1.4762136508109116,8.612151e-06,2.1690326e-05,0.0,0.022761678,0.0,0.0038927335640138385,0.0,0.28942025,Adipocytes vs Rest,Adipocytes,Rest
CCR7,0.8136,0.1864,1.4735739011258442,2.1009788e-05,1.64332e-05,0.0068965517,0.0065960204,0.006896551724137931,0.003243944636678199,0.04558197,0.22403528,Adipocytes vs Rest,Adipocytes,Rest
LINC02511,0.8126,0.1874,1.4669935726936907,0.0002345684,0.000121989,0.10344827,0.022545403,0.06896551724137931,0.01486807958477519,1.2197335,1.165382,Adipocytes vs Rest,Adipocytes,Rest
GRID2,0.812,0.18799999999999994,1.463058336455512,0.0006225875,0.00026514384,0.3724138,0.061526556,0.11724137931034483,0.039954584775086434,3.9395673,3.0626214,Adipocytes vs Rest,Adipocytes,Rest
ID4,0.8112,0.18879999999999997,1.4578263384868346,0.00023450555,0.00020964422,0.16551727,0.101319484,0.09655172413793103,0.03579152249134961,4.039967,2.32948,Adipocytes vs Rest,Adipocytes,Rest
APOC1,0.81,0.18999999999999995,1.4500101352201,4.6307967e-05,2.0454585e-05,0.013793103,0.020004328,0.013793103448275862,0.006217560553633214,0.15702909,0.24683957,Adipocytes vs Rest,Adipocytes,Rest
ELL2,0.8096,0.1904,1.4474131360067077,0.0033881844,0.0014293013,2.3793085,0.56724375,0.6620689655172424,0.25021626297580024,39.179806,16.9281,Adipocytes vs Rest,Adipocytes,Rest
RDH10,0.8096,0.1904,1.4474131360067077,0.0002601547,0.00016519193,0.15172416,0.069150016,0.10344827586206896,0.038494809688581315,3.19226,1.7749425,Adipocytes vs Rest,Adipocytes,Rest
C3,0.808,0.19199999999999995,1.4370666467862199,0.0005619998,0.0004205514,0.26896554,0.10975419,0.1517241379310345,0.05914792387543152,4.2092686,4.7706423,Adipocytes vs Rest,Adipocytes,Rest
SLIT2,0.807,0.19299999999999995,1.4306334399431673,0.00097137754,0.00070329744,0.7724139,0.15333083,0.24827586206896574,0.08169333910034392,11.234592,8.488514,Adipocytes vs Rest,Adipocytes,Rest
ROCK2,0.807,0.19299999999999995,1.4306334399431673,0.0026923139,0.0014607696,3.758618,0.35168904,0.5586206896551732,0.24626946366784105,44.879257,17.33762,Adipocytes vs Rest,Adipocytes,Rest
LRRN4CL,0.8066,0.19340000000000002,1.4280672601114857,4.592368e-05,2.7068978e-05,0.027586207,0.0071366737,0.027586206896551724,0.005514705882352938,0.34049675,0.2989838,Adipocytes vs Rest,Adipocytes,Rest
ABCA10,0.806,0.19399999999999995,1.4242255443038578,0.0014864447,0.0010534052,1.0206898,0.2108558,0.38620689655172463,0.09791306228373413,14.981876,11.563418,Adipocytes vs Rest,Adipocytes,Rest
SERPINF1,0.8058,0.19420000000000004,1.422946977816745,0.0010624374,0.00092630775,0.51724154,0.20166479,0.3793103448275867,0.09337153979238487,9.883663,8.182121,Adipocytes vs Rest,Adipocytes,Rest
CLU,0.8046,0.19540000000000002,1.41529648115847,0.00039022867,0.00029163272,0.22758624,0.20934244,0.1793103448275863,0.06671712802768029,4.8028803,3.9163547,Adipocytes vs Rest,Adipocytes,Rest
NLGN4X,0.804,0.19599999999999995,1.4114845713658535,0.00040759193,0.00029557312,0.2413793,0.058120437,0.10344827586206896,0.03389922145328742,2.920876,2.8622851,Adipocytes vs Rest,Adipocytes,Rest
UAP1,0.8024,0.1976,1.4013624131892843,0.0008745164,0.00033459917,0.68275875,0.1120252,0.2620689655172416,0.06893382352941028,8.364031,3.5966825,Adipocytes vs Rest,Adipocytes,Rest
CCDC80,0.8014,0.1986,1.3950674087166692,0.00074575475,0.00042269906,0.55172426,0.12759583,0.2275862068965519,0.05612024221453201,8.775922,4.9522257,Adipocytes vs Rest,Adipocytes,Rest
SLC25A45,0.8008,0.19920000000000004,1.3913018451372232,0.0003787347,0.00018436524,0.23448282,0.04465805,0.1793103448275863,0.040495242214532774,4.7912188,2.0242124,Adipocytes vs Rest,Adipocytes,Rest
CST7,0.8,0.19999999999999996,1.3862943236198921,2.2509024e-05,0.00016202676,0.020689655,0.05958035,0.020689655172413793,0.019517733564014015,0.2466047,1.6042739,Adipocytes vs Rest,Adipocytes,Rest
APOE,0.7998,0.20020000000000004,1.3850447920846745,0.00068924896,0.0005368348,0.24137937,0.18084972,0.17241379310344834,0.054552335640137624,3.9954221,5.1783924,Adipocytes vs Rest,Adipocytes,Rest
PIM1,0.7992,0.20079999999999998,1.3813018022284869,0.0005113771,0.00020165506,0.41379318,0.06141829,0.26896551724137957,0.05211937716262909,6.9090676,1.9916573,Adipocytes vs Rest,Adipocytes,Rest
IGLC3,0.7972,0.20279999999999998,1.368885279855852,1.8068247e-05,4.520334e-05,0.0068965517,0.0848292,0.006896551724137931,0.003514273356401382,0.46915314,0.5781938,Adipocytes vs Rest,Adipocytes,Rest
BCKDHB,0.7966,0.20340000000000003,1.3651781505222287,0.001409345,0.00066751934,1.0689658,0.21393757,0.4758620689655179,0.14743728373702467,15.273418,7.379949,Adipocytes vs Rest,Adipocytes,Rest
FKBP5,0.7958,0.20420000000000005,1.360247955856639,0.008505193,0.004075162,6.841379,1.0604842,0.6482758620689665,0.3810012975778364,83.24873,43.659397,Adipocytes vs Rest,Adipocytes,Rest
ABCA6,0.7946,0.20540000000000003,1.3528795097854984,0.002388587,0.0022092192,1.6965517,0.40624562,0.40689655172413847,0.14224697231833847,23.359663,22.073214,Adipocytes vs Rest,Adipocytes,Rest
NPL,0.7938,0.20620000000000005,1.3479849328671327,0.00015381753,0.00011525268,0.062068965,0.03508858,0.041379310344827586,0.026870674740484716,1.4647242,1.2287828,Adipocytes vs Rest,Adipocytes,Rest
ADGRG6,0.7936,0.20640000000000003,1.3467634865144504,5.898152e-05,5.5594017e-05,0.020689655,0.016814461,0.020689655172413793,0.012110726643598677,0.3581416,0.75817287,Adipocytes vs Rest,Adipocytes,Rest
IL1RN,0.7924,0.2076,1.3394531279829955,2.0166022e-05,1.6911523e-05,0.0,0.010650956,0.0,0.005568771626297575,0.0,0.1410984,Adipocytes vs Rest,Adipocytes,Rest
ADAMTS5,0.7912,0.20879999999999999,1.332173889046329,0.0002894789,0.00014925544,0.15862072,0.032385334,0.10344827586206896,0.023788927335640378,4.022112,1.6089122,Adipocytes vs Rest,Adipocytes,Rest
RTN1,0.7892,0.2108,1.3201099227139834,9.2580936e-05,8.22947e-05,0.03448276,0.02065312,0.027586206896551724,0.014976211072664464,0.88295925,0.965755,Adipocytes vs Rest,Adipocytes,Rest
ATP13A3,0.789,0.21099999999999997,1.3189081526507154,0.0020811532,0.001197792,1.1999998,0.35190666,0.6137931034482768,0.212802768166104,20.210722,11.649582,Adipocytes vs Rest,Adipocytes,Rest
EFEMP1,0.7888,0.21120000000000005,1.31770721678532,0.0004872762,0.00033172892,0.24827589,0.091047086,0.15862068965517245,0.048929498269895684,3.969536,2.8262432,Adipocytes vs Rest,Adipocytes,Rest
AOAH,0.7884,0.2116,1.3153078407193597,0.00020423008,0.0005087262,0.089655176,0.06990682,0.05517241379310345,0.034602076124567664,1.4964368,4.597518,Adipocytes vs Rest,Adipocytes,Rest
